id,gender,age,income,became_member_on
4522,F,60.0,59000.0,2015-12-25
4523,M,57.0,88000.0,2017-10-13
4524,,,,2017-08-08
4525,F,66.0,70000.0,2018-05-30
4526,F,66.0,74000.0,2016-11-26
4527,F,56.0,82000.0,2017-04-07
4528,M,78.0,64000.0,2014-01-14
4529,,,,2017-01-27
4530,F,52.0,84000.0,2017-04-19
4531,,,,2017-08-15
4532,M,19.0,46000.0,2016-02-14
4533,M,58.0,115000.0,2015-09-07
4534,M,41.0,68000.0,2016-04-18
4535,F,64.0,76000.0,2015-11-17
4536,M,51.0,65000.0,2016-07-02
4537,F,81.0,82000.0,2016-07-20
4538,F,88.0,56000.0,2017-12-04
4539,F,67.0,99000.0,2016-07-30
4540,F,74.0,102000.0,2016-02-26
4541,M,74.0,80000.0,2018-01-14
4542,F,66.0,78000.0,2018-01-05
4543,F,76.0,82000.0,2016-11-13
4544,M,43.0,37000.0,2018-04-12
4545,M,70.0,83000.0,2018-06-13
4546,F,73.0,99000.0,2017-05-25
4547,F,30.0,31000.0,2016-07-15
4548,F,83.0,60000.0,2014-06-01
4549,M,49.0,73000.0,2017-09-26
4550,M,68.0,38000.0,2013-12-15
4551,F,28.0,66000.0,2015-05-01
4552,M,59.0,33000.0,2016-07-23
4553,F,58.0,117000.0,2017-08-18
4554,M,38.0,39000.0,2017-08-03
4555,M,52.0,72000.0,2017-01-30
4556,M,60.0,81000.0,2018-06-25
4557,F,75.0,31000.0,2015-11-10
4558,M,39.0,98000.0,2018-07-07
4559,F,97.0,41000.0,2016-10-30
4560,M,70.0,32000.0,2017-09-28
4561,F,43.0,55000.0,2015-12-12
4562,M,65.0,88000.0,2018-01-27
4563,F,25.0,64000.0,2016-11-17
4564,F,91.0,71000.0,2017-11-27
4565,F,20.0,35000.0,2017-02-06
4566,F,56.0,42000.0,2016-04-16
4567,M,68.0,79000.0,2015-05-05
4568,M,58.0,102000.0,2016-07-07
4569,F,70.0,99000.0,2016-06-30
4570,M,84.0,69000.0,2018-06-26
4571,F,63.0,95000.0,2017-01-17
4572,M,23.0,50000.0,2017-09-16
4573,M,47.0,53000.0,2015-04-25
4574,M,78.0,53000.0,2018-05-16
4575,M,85.0,85000.0,2018-05-03
4576,,,,2016-05-23
4577,O,54.0,87000.0,2017-05-14
4578,M,32.0,59000.0,2015-07-31
4579,M,82.0,92000.0,2016-07-31
4580,M,74.0,100000.0,2017-12-14
4581,M,48.0,68000.0,2015-06-19
4582,M,55.0,64000.0,2016-07-04
4583,M,41.0,30000.0,2015-02-26
4584,M,62.0,57000.0,2016-01-13
4585,,,,2018-07-01
4586,M,70.0,31000.0,2013-08-11
4587,M,26.0,68000.0,2017-08-09
4588,,,,2015-10-21
4589,F,52.0,73000.0,2017-06-25
4590,F,42.0,61000.0,2017-09-27
4591,,,,2016-11-24
4592,F,44.0,74000.0,2018-04-05
4593,F,80.0,35000.0,2017-07-02
4594,,,,2018-02-19
4595,M,78.0,50000.0,2017-11-20
4596,M,78.0,93000.0,2015-12-31
4597,F,62.0,83000.0,2016-12-24
4598,F,44.0,41000.0,2018-05-20
4599,M,42.0,58000.0,2016-12-25
4600,M,59.0,78000.0,2016-04-14
4601,M,27.0,40000.0,2015-08-02
4602,F,73.0,65000.0,2017-09-20
4603,M,82.0,78000.0,2015-11-20
4604,F,55.0,74000.0,2018-05-08
4605,M,73.0,61000.0,2018-05-30
4606,M,72.0,102000.0,2017-04-07
4607,F,36.0,54000.0,2018-04-21
4608,F,62.0,47000.0,2017-12-29
4609,M,43.0,44000.0,2017-08-01
4610,M,37.0,69000.0,2016-05-25
4611,M,58.0,31000.0,2016-04-28
4612,M,38.0,32000.0,2017-09-13
4613,F,75.0,52000.0,2016-07-11
4614,M,63.0,119000.0,2017-12-31
4615,F,49.0,108000.0,2017-06-05
4616,,,,2016-10-13
4617,M,62.0,51000.0,2018-05-31
4618,M,50.0,74000.0,2017-11-19
4619,M,73.0,78000.0,2016-09-26
4620,M,54.0,96000.0,2017-09-05
4621,F,26.0,74000.0,2017-11-11
4622,M,53.0,39000.0,2014-10-03
4623,F,41.0,90000.0,2015-11-19
4624,,,,2016-03-13
4625,M,69.0,103000.0,2017-05-11
4626,M,60.0,72000.0,2014-04-19
4627,M,25.0,49000.0,2017-04-08
4628,M,66.0,80000.0,2016-08-17
4629,M,49.0,31000.0,2018-07-11
4630,M,19.0,55000.0,2017-07-30
4631,,,,2018-03-17
4632,F,76.0,53000.0,2014-09-22
4633,M,40.0,54000.0,2015-09-02
4634,F,65.0,83000.0,2018-03-25
4635,F,45.0,61000.0,2018-07-22
4636,F,69.0,114000.0,2016-09-09
4637,M,54.0,83000.0,2017-10-04
4638,M,65.0,67000.0,2017-11-06
4639,M,39.0,66000.0,2018-07-14
4640,M,29.0,55000.0,2017-06-01
4641,,,,2017-11-12
4642,,,,2018-01-22
4643,M,61.0,34000.0,2013-10-15
4644,F,54.0,48000.0,2015-05-07
4645,F,72.0,45000.0,2015-09-03
4646,F,33.0,44000.0,2016-01-14
4647,F,42.0,48000.0,2013-10-17
4648,F,70.0,103000.0,2017-06-13
4649,M,38.0,51000.0,2017-08-06
4650,M,81.0,69000.0,2017-04-11
4651,M,36.0,43000.0,2017-09-23
4652,M,36.0,53000.0,2018-03-11
4653,F,51.0,81000.0,2015-07-01
4654,F,69.0,110000.0,2016-08-03
4655,F,63.0,85000.0,2018-05-30
4656,,,,2016-01-22
4657,O,59.0,86000.0,2017-08-09
4658,M,50.0,63000.0,2017-06-19
4659,M,64.0,59000.0,2017-09-13
4660,M,40.0,41000.0,2018-04-17
4661,M,30.0,65000.0,2017-06-01
4662,M,61.0,59000.0,2013-12-17
4663,M,25.0,66000.0,2016-08-01
4664,F,78.0,74000.0,2016-12-02
4665,M,27.0,74000.0,2018-07-12
4666,M,55.0,50000.0,2018-01-12
4667,M,28.0,31000.0,2018-03-13
4668,M,77.0,32000.0,2017-12-29
4669,M,24.0,38000.0,2018-06-12
4670,M,52.0,43000.0,2017-01-17
4671,M,56.0,80000.0,2017-04-22
4672,F,43.0,67000.0,2015-07-31
4673,F,48.0,72000.0,2018-05-06
4674,M,59.0,105000.0,2017-07-17
4675,M,59.0,57000.0,2018-07-06
4676,M,64.0,75000.0,2014-08-16
4677,M,65.0,50000.0,2017-10-15
4678,F,36.0,92000.0,2016-06-09
4679,M,54.0,70000.0,2018-06-06
4680,F,72.0,49000.0,2018-07-13
4681,M,73.0,85000.0,2017-09-20
4682,M,43.0,100000.0,2016-08-19
4683,M,39.0,96000.0,2017-11-14
4684,M,33.0,44000.0,2018-01-27
4685,M,51.0,75000.0,2016-08-25
4686,F,80.0,77000.0,2014-09-20
4687,,,,2016-01-25
4688,F,25.0,67000.0,2017-12-01
4689,F,48.0,64000.0,2015-10-17
4690,,,,2017-10-30
4691,F,45.0,49000.0,2017-10-01
4692,M,51.0,77000.0,2017-12-14
4693,M,56.0,60000.0,2018-04-02
4694,F,35.0,40000.0,2015-07-16
4695,F,83.0,73000.0,2018-01-20
4696,M,70.0,114000.0,2015-10-13
4697,M,71.0,93000.0,2017-11-25
4698,M,35.0,40000.0,2017-09-29
4699,M,30.0,56000.0,2018-01-13
4700,M,29.0,51000.0,2018-01-16
4701,M,63.0,60000.0,2017-08-09
4702,M,43.0,79000.0,2013-11-12
4703,,,,2017-09-26
4704,F,43.0,58000.0,2015-10-07
4705,F,53.0,34000.0,2017-03-11
4706,F,57.0,54000.0,2016-12-20
4707,M,71.0,94000.0,2017-03-23
4708,F,59.0,58000.0,2014-02-14
4709,M,62.0,60000.0,2017-12-27
4710,F,36.0,57000.0,2016-02-17
4711,M,67.0,79000.0,2017-08-21
4712,M,54.0,70000.0,2018-06-29
4713,,,,2016-11-17
4714,F,46.0,73000.0,2018-01-11
4715,M,91.0,89000.0,2016-11-20
4716,F,78.0,67000.0,2017-10-06
4717,,,,2018-02-06
4718,F,59.0,44000.0,2016-03-05
4719,M,46.0,58000.0,2017-08-27
4720,,,,2017-12-29
4721,M,42.0,64000.0,2018-03-11
4722,F,72.0,81000.0,2017-12-29
4723,F,40.0,96000.0,2016-03-22
4724,M,51.0,49000.0,2018-03-12
4725,F,76.0,64000.0,2013-12-25
4726,M,69.0,105000.0,2016-10-11
4727,F,34.0,33000.0,2016-10-12
4728,M,25.0,54000.0,2017-02-02
4729,M,83.0,63000.0,2015-11-06
4730,M,41.0,58000.0,2016-11-18
4731,M,50.0,58000.0,2014-01-14
4732,M,51.0,36000.0,2017-12-20
4733,,,,2017-09-14
4734,M,30.0,45000.0,2018-06-27
4735,M,53.0,64000.0,2017-10-12
4736,M,67.0,74000.0,2016-02-03
4737,M,60.0,64000.0,2018-07-18
4738,F,70.0,82000.0,2013-11-21
4739,F,51.0,101000.0,2017-11-05
4740,M,40.0,59000.0,2018-07-03
4741,M,51.0,66000.0,2015-10-17
4742,F,95.0,81000.0,2017-06-11
4743,M,52.0,31000.0,2017-07-28
4744,F,74.0,71000.0,2017-06-09
4745,F,60.0,71000.0,2018-04-10
4746,F,89.0,47000.0,2017-08-16
4747,,,,2017-08-28
4748,M,18.0,41000.0,2017-10-27
4749,M,59.0,67000.0,2017-12-02
4750,M,66.0,45000.0,2018-06-25
4751,F,50.0,82000.0,2016-10-22
4752,F,56.0,72000.0,2018-04-21
4753,M,67.0,35000.0,2016-05-25
4754,M,55.0,85000.0,2015-12-08
4755,M,31.0,44000.0,2014-02-13
4756,F,80.0,83000.0,2016-12-17
4757,F,56.0,62000.0,2016-10-27
4758,M,43.0,52000.0,2015-03-15
4759,M,61.0,59000.0,2017-01-11
4760,F,76.0,33000.0,2016-07-18
4761,F,53.0,98000.0,2018-07-15
4762,M,44.0,35000.0,2018-01-24
4763,M,61.0,33000.0,2018-06-20
4764,,,,2016-03-22
4765,M,61.0,53000.0,2016-07-28
4766,M,36.0,66000.0,2018-05-07
4767,F,84.0,88000.0,2017-07-02
4768,,,,2018-06-19
4769,M,50.0,113000.0,2017-10-06
4770,F,25.0,34000.0,2018-01-13
4771,F,77.0,71000.0,2017-08-29
4772,M,67.0,41000.0,2018-04-11
4773,,,,2018-01-17
4774,M,44.0,31000.0,2017-08-03
4775,F,60.0,69000.0,2017-09-26
4776,,,,2018-05-13
4777,M,81.0,62000.0,2018-07-15
4778,M,76.0,40000.0,2017-09-21
4779,M,87.0,38000.0,2013-08-30
4780,,,,2016-06-01
4781,M,80.0,55000.0,2013-08-15
4782,,,,2015-09-22
4783,F,28.0,34000.0,2016-06-05
4784,F,65.0,75000.0,2016-06-15
4785,M,33.0,50000.0,2017-12-01
4786,M,44.0,55000.0,2015-06-14
4787,F,67.0,94000.0,2015-12-01
4788,F,53.0,84000.0,2017-04-23
4789,,,,2017-08-19
4790,F,83.0,61000.0,2018-01-04
4791,F,57.0,61000.0,2018-05-31
4792,M,87.0,42000.0,2018-01-21
4793,F,63.0,76000.0,2017-06-09
4794,M,57.0,52000.0,2018-01-30
4795,M,64.0,95000.0,2015-08-29
4796,M,53.0,62000.0,2018-05-17
4797,M,45.0,58000.0,2016-06-25
4798,,,,2016-08-30
4799,,,,2017-12-21
4800,M,41.0,87000.0,2015-10-15
4801,F,60.0,118000.0,2017-02-18
4802,O,56.0,60000.0,2017-04-03
4803,M,66.0,79000.0,2018-01-28
4804,F,42.0,61000.0,2018-05-16
4805,,,,2017-09-01
4806,M,57.0,65000.0,2018-04-04
4807,M,50.0,111000.0,2017-08-11
4808,,,,2016-07-04
4809,,,,2016-04-19
4810,F,83.0,64000.0,2017-01-15
4811,F,64.0,70000.0,2018-07-02
4812,M,86.0,62000.0,2017-08-22
4813,F,43.0,39000.0,2018-01-26
4814,M,81.0,85000.0,2016-12-23
4815,M,52.0,99000.0,2018-03-12
4816,F,44.0,76000.0,2018-03-12
4817,F,30.0,69000.0,2018-03-26
4818,M,50.0,56000.0,2018-06-26
4819,F,55.0,91000.0,2016-09-19
4820,M,41.0,55000.0,2014-11-16
4821,F,34.0,63000.0,2017-10-16
4822,F,53.0,90000.0,2015-04-17
4823,,,,2018-04-05
4824,F,65.0,93000.0,2018-07-20
4825,,,,2017-02-14
4826,F,74.0,91000.0,2016-11-11
4827,M,66.0,72000.0,2017-02-18
4828,F,42.0,71000.0,2015-07-30
4829,F,88.0,89000.0,2017-07-24
4830,F,22.0,57000.0,2017-08-30
4831,M,63.0,71000.0,2017-09-12
4832,F,67.0,82000.0,2016-05-29
4833,F,56.0,60000.0,2017-12-08
4834,M,71.0,62000.0,2017-10-10
4835,M,76.0,54000.0,2014-09-10
4836,F,60.0,91000.0,2018-05-11
4837,F,52.0,92000.0,2015-11-07
4838,O,58.0,78000.0,2015-03-11
4839,F,43.0,60000.0,2017-07-04
4840,M,77.0,79000.0,2018-03-02
4841,M,65.0,68000.0,2018-07-19
4842,M,56.0,68000.0,2017-12-11
4843,M,69.0,75000.0,2015-09-07
4844,F,34.0,62000.0,2017-12-05
4845,M,27.0,70000.0,2018-07-02
4846,,,,2018-05-06
4847,F,34.0,52000.0,2017-03-09
4848,F,80.0,100000.0,2017-04-09
4849,M,63.0,74000.0,2018-05-21
4850,F,42.0,33000.0,2017-01-08
4851,,,,2017-06-23
4852,M,56.0,54000.0,2018-05-12
4853,M,62.0,31000.0,2018-03-05
4854,M,70.0,36000.0,2018-05-05
4855,M,58.0,100000.0,2015-11-04
4856,,,,2018-01-20
4857,M,29.0,53000.0,2016-10-14
4858,F,88.0,51000.0,2016-03-19
4859,F,72.0,104000.0,2015-08-30
4860,M,54.0,74000.0,2017-08-29
4861,M,64.0,74000.0,2017-01-05
4862,M,84.0,64000.0,2015-10-22
4863,M,23.0,71000.0,2014-02-26
4864,M,63.0,62000.0,2017-11-27
4865,F,65.0,52000.0,2017-08-16
4866,M,37.0,44000.0,2017-10-21
4867,,,,2017-08-13
4868,M,29.0,40000.0,2017-11-05
4869,M,77.0,77000.0,2013-08-13
4870,M,52.0,81000.0,2017-03-11
4871,M,65.0,71000.0,2017-11-18
4872,,,,2017-07-30
4873,M,36.0,38000.0,2018-02-04
4874,M,44.0,64000.0,2017-07-09
4875,F,61.0,113000.0,2018-03-15
4876,O,70.0,34000.0,2017-09-19
4877,F,53.0,41000.0,2015-11-21
4878,M,49.0,65000.0,2017-08-07
4879,F,21.0,36000.0,2018-05-06
4880,F,63.0,76000.0,2016-07-01
4881,M,52.0,100000.0,2016-06-07
4882,F,51.0,88000.0,2017-04-12
4883,M,53.0,53000.0,2013-12-12
4884,M,40.0,49000.0,2017-08-12
4885,,,,2018-03-18
4886,M,26.0,65000.0,2018-02-18
4887,M,67.0,88000.0,2016-11-06
4888,F,53.0,53000.0,2016-11-22
4889,M,30.0,42000.0,2017-03-07
4890,M,79.0,78000.0,2017-07-30
4891,M,44.0,55000.0,2018-02-02
4892,M,67.0,72000.0,2017-09-14
4893,M,42.0,32000.0,2017-11-06
4894,M,27.0,40000.0,2016-03-22
4895,M,83.0,54000.0,2018-04-30
4896,M,48.0,98000.0,2015-09-05
4897,F,52.0,81000.0,2017-11-29
4898,M,48.0,69000.0,2017-05-31
4899,M,37.0,59000.0,2017-01-14
4900,M,41.0,50000.0,2016-01-24
4901,M,36.0,54000.0,2017-12-16
4902,M,72.0,65000.0,2018-02-27
4903,F,66.0,79000.0,2016-03-16
4904,M,59.0,74000.0,2017-11-28
4905,M,54.0,70000.0,2016-03-16
4906,M,41.0,34000.0,2015-09-03
4907,F,83.0,73000.0,2015-11-29
4908,F,80.0,58000.0,2017-11-23
4909,M,72.0,64000.0,2016-03-03
4910,M,21.0,35000.0,2018-05-02
4911,F,52.0,85000.0,2017-06-06
4912,M,65.0,87000.0,2015-01-07
4913,M,60.0,33000.0,2016-10-30
4914,,,,2017-09-30
4915,M,49.0,53000.0,2016-11-09
4916,F,51.0,56000.0,2016-03-12
4917,F,57.0,110000.0,2016-09-24
4918,F,65.0,75000.0,2016-02-14
4919,F,65.0,65000.0,2016-11-26
4920,F,49.0,73000.0,2018-05-27
4921,M,61.0,41000.0,2017-09-27
4922,M,51.0,54000.0,2013-10-07
4923,,,,2016-05-03
4924,F,38.0,48000.0,2018-03-19
4925,M,75.0,61000.0,2018-04-21
4926,M,73.0,45000.0,2013-11-14
4927,M,55.0,69000.0,2018-06-16
4928,M,67.0,91000.0,2017-12-26
4929,F,57.0,84000.0,2017-11-11
4930,M,26.0,69000.0,2018-05-10
4931,M,61.0,65000.0,2016-02-06
4932,M,28.0,48000.0,2018-01-16
4933,F,50.0,65000.0,2017-09-26
4934,F,38.0,38000.0,2015-10-21
4935,M,24.0,39000.0,2017-09-30
4936,F,29.0,33000.0,2016-06-19
4937,F,90.0,78000.0,2015-10-02
4938,F,85.0,88000.0,2016-12-07
4939,F,43.0,79000.0,2017-12-04
4940,M,64.0,88000.0,2017-01-10
4941,,,,2017-12-25
4942,M,38.0,96000.0,2017-09-09
4943,F,48.0,45000.0,2017-06-18
4944,O,57.0,91000.0,2017-08-23
4945,M,63.0,60000.0,2018-05-17
4946,F,63.0,92000.0,2015-08-03
4947,M,56.0,63000.0,2016-08-10
4948,M,70.0,51000.0,2017-08-19
4949,M,32.0,40000.0,2017-10-23
4950,M,80.0,112000.0,2018-06-02
4951,F,87.0,83000.0,2017-11-06
4952,M,55.0,58000.0,2015-06-23
4953,M,25.0,73000.0,2018-05-29
4954,,,,2016-02-19
4955,M,62.0,64000.0,2018-05-19
4956,F,53.0,46000.0,2017-08-01
4957,,,,2018-03-06
4958,M,19.0,44000.0,2017-04-27
4959,F,47.0,42000.0,2017-05-19
4960,M,58.0,78000.0,2018-03-21
4961,M,54.0,45000.0,2017-08-27
4962,M,60.0,52000.0,2016-06-25
4963,M,83.0,60000.0,2017-03-12
4964,F,82.0,65000.0,2017-08-22
4965,M,49.0,41000.0,2018-01-25
4966,M,49.0,68000.0,2018-06-12
4967,M,73.0,57000.0,2016-08-07
4968,,,,2017-04-24
4969,F,50.0,87000.0,2018-07-07
4970,F,32.0,48000.0,2015-12-08
4971,F,52.0,64000.0,2016-06-14
4972,,,,2015-09-03
4973,F,45.0,42000.0,2018-02-22
4974,F,85.0,90000.0,2017-10-31
4975,M,73.0,38000.0,2018-05-15
4976,F,20.0,64000.0,2016-05-22
4977,M,22.0,53000.0,2017-10-17
4978,F,43.0,68000.0,2016-01-19
4979,F,67.0,56000.0,2017-10-19
4980,F,70.0,81000.0,2016-07-12
4981,F,72.0,74000.0,2017-06-06
4982,F,44.0,42000.0,2016-01-11
4983,,,,2016-09-14
4984,,,,2016-05-28
4985,M,47.0,70000.0,2015-02-23
4986,F,75.0,99000.0,2017-11-03
4987,M,27.0,55000.0,2017-08-25
4988,F,66.0,99000.0,2016-05-29
4989,M,38.0,35000.0,2018-03-12
4990,M,89.0,119000.0,2016-01-31
4991,F,73.0,56000.0,2014-09-22
4992,F,22.0,32000.0,2018-04-26
4993,F,90.0,66000.0,2017-10-29
4994,M,29.0,44000.0,2015-11-30
4995,F,51.0,92000.0,2015-08-29
4996,,,,2017-11-30
4997,,,,2016-10-28
4998,M,76.0,34000.0,2017-11-18
4999,F,46.0,70000.0,2016-07-13
5000,F,53.0,91000.0,2018-04-12
5001,F,67.0,85000.0,2017-12-24
5002,F,53.0,74000.0,2017-11-23
5003,M,71.0,73000.0,2017-08-24
5004,M,35.0,53000.0,2018-06-21
5005,M,64.0,63000.0,2017-10-17
5006,F,95.0,41000.0,2018-07-25
5007,M,65.0,57000.0,2017-09-14
5008,M,78.0,64000.0,2014-09-09
5009,M,49.0,33000.0,2014-09-19
5010,M,54.0,75000.0,2017-04-25
5011,M,67.0,97000.0,2013-08-05
5012,F,62.0,43000.0,2017-01-31
5013,M,35.0,61000.0,2017-10-26
5014,F,73.0,55000.0,2015-10-09
5015,F,23.0,31000.0,2015-11-22
5016,M,88.0,52000.0,2017-09-27
5017,F,74.0,92000.0,2016-03-27
5018,M,57.0,55000.0,2014-06-03
5019,M,53.0,80000.0,2017-10-06
5020,M,50.0,37000.0,2018-06-06
5021,M,25.0,45000.0,2018-07-21
5022,F,60.0,69000.0,2017-12-14
5023,F,40.0,33000.0,2014-05-24
5024,M,63.0,79000.0,2014-01-20
5025,F,80.0,79000.0,2017-06-22
5026,O,69.0,46000.0,2018-02-25
5027,M,29.0,50000.0,2017-08-17
5028,F,51.0,70000.0,2017-11-08
5029,F,57.0,74000.0,2016-03-26
5030,F,50.0,106000.0,2016-08-22
5031,,,,2017-05-21
5032,M,62.0,46000.0,2018-06-25
5033,M,20.0,58000.0,2017-08-02
5034,F,63.0,34000.0,2016-02-13
5035,M,30.0,49000.0,2016-06-07
5036,F,26.0,48000.0,2017-10-23
5037,F,62.0,64000.0,2017-05-03
5038,M,25.0,32000.0,2017-04-23
5039,,,,2018-06-07
5040,F,28.0,43000.0,2017-11-05
5041,F,68.0,89000.0,2016-03-16
5042,,,,2016-10-30
5043,M,75.0,92000.0,2014-02-03
5044,M,26.0,70000.0,2018-07-07
5045,F,52.0,54000.0,2015-12-07
5046,M,54.0,113000.0,2016-10-20
5047,M,79.0,101000.0,2016-11-25
5048,M,28.0,47000.0,2018-07-02
5049,M,55.0,62000.0,2015-10-09
5050,M,27.0,59000.0,2018-01-12
5051,F,21.0,36000.0,2015-01-23
5052,F,61.0,64000.0,2018-03-18
5053,M,40.0,59000.0,2016-07-21
5054,M,67.0,36000.0,2018-01-19
5055,F,66.0,88000.0,2017-12-14
5056,M,55.0,31000.0,2017-11-16
5057,M,70.0,46000.0,2015-10-25
5058,F,19.0,62000.0,2016-07-30
5059,F,55.0,78000.0,2016-06-18
5060,M,54.0,63000.0,2018-01-12
5061,M,67.0,66000.0,2017-03-24
5062,,,,2017-12-09
5063,F,35.0,41000.0,2017-02-08
5064,O,57.0,87000.0,2017-10-21
5065,F,62.0,99000.0,2016-02-05
5066,M,32.0,35000.0,2017-09-06
5067,M,43.0,68000.0,2017-08-12
5068,M,19.0,49000.0,2018-02-09
5069,M,46.0,51000.0,2017-11-19
5070,M,70.0,43000.0,2018-06-17
5071,O,82.0,46000.0,2017-12-11
5072,M,67.0,65000.0,2017-09-15
5073,M,61.0,37000.0,2017-10-18
5074,M,52.0,85000.0,2015-08-31
5075,F,63.0,79000.0,2017-10-29
5076,F,90.0,119000.0,2016-07-22
5077,F,54.0,75000.0,2015-08-29
5078,M,71.0,53000.0,2017-07-28
5079,M,22.0,53000.0,2017-12-20
5080,M,24.0,46000.0,2018-06-05
5081,F,25.0,68000.0,2014-03-16
5082,F,43.0,63000.0,2017-08-29
5083,F,74.0,53000.0,2018-01-08
5084,F,53.0,100000.0,2016-08-25
5085,F,66.0,51000.0,2016-07-10
5086,F,74.0,82000.0,2016-09-09
5087,F,43.0,60000.0,2018-07-22
5088,,,,2018-06-23
5089,,,,2017-10-21
5090,M,55.0,41000.0,2017-10-06
5091,M,40.0,69000.0,2016-06-30
5092,F,64.0,66000.0,2018-05-17
5093,M,42.0,32000.0,2014-09-02
5094,F,65.0,60000.0,2017-12-02
5095,M,34.0,41000.0,2018-04-15
5096,M,27.0,67000.0,2017-04-15
5097,F,64.0,51000.0,2018-06-13
5098,F,33.0,36000.0,2016-10-19
5099,M,60.0,68000.0,2017-09-12
5100,M,64.0,72000.0,2018-05-31
5101,F,63.0,77000.0,2017-08-10
5102,F,53.0,44000.0,2016-04-14
5103,F,88.0,116000.0,2016-01-02
5104,F,89.0,71000.0,2016-01-29
5105,,,,2017-09-26
5106,M,27.0,73000.0,2015-08-30
5107,F,59.0,71000.0,2017-10-09
5108,,,,2017-12-07
5109,M,44.0,46000.0,2018-01-01
5110,M,36.0,56000.0,2016-11-23
5111,M,49.0,55000.0,2017-12-29
5112,F,35.0,41000.0,2016-06-01
5113,M,64.0,57000.0,2018-01-27
5114,M,50.0,35000.0,2014-09-17
5115,M,64.0,65000.0,2018-03-10
5116,F,47.0,66000.0,2016-08-28
5117,M,27.0,69000.0,2017-12-15
5118,F,43.0,84000.0,2017-01-14
5119,M,89.0,88000.0,2018-03-08
5120,F,48.0,35000.0,2013-09-06
5121,O,42.0,58000.0,2016-10-27
5122,F,65.0,102000.0,2017-10-04
5123,F,43.0,67000.0,2016-11-13
5124,F,51.0,112000.0,2016-10-28
5125,,,,2017-05-21
5126,M,39.0,42000.0,2017-06-05
5127,M,48.0,70000.0,2018-07-19
5128,M,68.0,69000.0,2014-03-30
5129,M,59.0,34000.0,2017-02-04
5130,,,,2017-12-18
5131,F,33.0,35000.0,2018-06-28
5132,M,25.0,59000.0,2016-01-12
5133,M,66.0,55000.0,2015-05-08
5134,,,,2018-01-04
5135,F,80.0,64000.0,2014-12-29
5136,F,58.0,73000.0,2017-11-25
5137,F,52.0,97000.0,2017-01-12
5138,F,38.0,84000.0,2017-12-19
5139,M,22.0,61000.0,2017-11-11
5140,F,50.0,82000.0,2017-03-11
5141,M,59.0,57000.0,2018-03-18
5142,M,27.0,55000.0,2017-12-01
5143,F,58.0,88000.0,2016-10-10
5144,F,36.0,39000.0,2017-10-09
5145,F,61.0,106000.0,2016-07-27
5146,M,52.0,64000.0,2018-04-23
5147,M,46.0,32000.0,2016-04-04
5148,F,61.0,111000.0,2018-04-12
5149,F,36.0,64000.0,2018-06-24
5150,M,38.0,64000.0,2016-02-23
5151,M,27.0,31000.0,2018-03-13
5152,M,55.0,85000.0,2018-04-25
5153,,,,2018-05-01
5154,M,70.0,52000.0,2017-05-05
5155,M,89.0,74000.0,2018-07-19
5156,M,55.0,57000.0,2018-05-09
5157,M,60.0,63000.0,2018-06-16
5158,M,76.0,60000.0,2016-01-15
5159,F,50.0,82000.0,2017-01-24
5160,F,77.0,51000.0,2017-08-13
5161,,,,2016-02-28
5162,M,54.0,55000.0,2018-01-29
5163,F,49.0,88000.0,2016-11-20
5164,O,68.0,57000.0,2017-10-18
5165,F,25.0,69000.0,2016-04-12
5166,F,88.0,80000.0,2016-07-29
5167,M,26.0,40000.0,2018-01-12
5168,M,68.0,38000.0,2014-06-30
5169,M,40.0,85000.0,2016-10-14
5170,F,50.0,65000.0,2017-08-06
5171,,,,2016-11-03
5172,M,56.0,61000.0,2017-05-12
5173,M,58.0,62000.0,2018-02-24
5174,F,79.0,41000.0,2018-03-07
5175,M,27.0,69000.0,2016-02-22
5176,F,48.0,72000.0,2017-11-19
5177,M,29.0,38000.0,2017-05-02
5178,F,84.0,118000.0,2017-03-11
5179,F,86.0,68000.0,2018-06-05
5180,F,37.0,45000.0,2018-04-26
5181,F,58.0,70000.0,2016-12-25
5182,,,,2018-04-16
5183,F,53.0,113000.0,2018-01-23
5184,M,65.0,48000.0,2014-01-11
5185,F,55.0,33000.0,2018-01-02
5186,M,79.0,102000.0,2015-11-15
5187,M,76.0,72000.0,2017-02-28
5188,M,77.0,50000.0,2017-10-16
5189,M,52.0,82000.0,2015-10-23
5190,F,58.0,82000.0,2016-07-24
5191,M,70.0,90000.0,2018-02-08
5192,M,42.0,73000.0,2015-05-30
5193,M,50.0,43000.0,2017-02-09
5194,F,57.0,90000.0,2018-06-05
5195,F,42.0,45000.0,2017-09-03
5196,M,47.0,31000.0,2017-10-24
5197,,,,2018-03-09
5198,F,68.0,66000.0,2016-03-31
5199,M,47.0,68000.0,2017-11-04
5200,M,63.0,55000.0,2016-07-02
5201,F,55.0,39000.0,2017-12-02
5202,F,23.0,35000.0,2016-02-21
5203,M,35.0,55000.0,2018-01-06
5204,F,45.0,70000.0,2017-12-11
5205,F,59.0,55000.0,2018-04-02
5206,M,80.0,89000.0,2018-07-14
5207,M,19.0,49000.0,2017-08-31
5208,F,74.0,84000.0,2015-12-31
5209,,,,2017-11-20
5210,F,29.0,38000.0,2018-02-18
5211,M,20.0,31000.0,2018-02-10
5212,M,45.0,63000.0,2016-08-21
5213,F,92.0,86000.0,2017-09-13
